DIff1_Matrix_St1	1	2292.85	249.44	0.0016	-0.0083	0.0011	28.7296	24.7034	0.142465	6.23794	29.5384	24.9065	0.281716	12.4365	29.5987	67.161	0.0632857	7.53352	33.2958	8.87619	0.205704	3.23627
DIff1_Matrix_St1	2	2296.36	249.85	0.0311	-0.0084	0	28.7315	24.5175	0.144917	6.29753	29.5449	24.4654	0.279598	12.1245	29.5988	66.799	0.0658857	7.80075	33.2987	8.80215	0.212963	3.32253
DIff1_Matrix_St1	3	2299.86	250.3	-0.0151	-0.0079	-0.0002	28.7295	24.0054	0.147013	6.2552	29.5377	24.9612	0.275507	12.1892	29.5987	67.7366	0.0656986	7.88778	33.3028	8.99021	0.209266	3.3346
DIff1_Matrix_St1	4	2303.36	249.94	-0.0175	-0.0084	0.0006	28.7316	24.6497	0.143913	6.28764	29.5442	25.917	0.268255	12.3227	29.5985	66.5962	0.0646658	7.63307	33.3011	8.96537	0.20244	3.21692
DIff1_Matrix_St1	5	2306.87	250.07	-0.0023	-0.0084	-0.0025	28.7283	23.9826	0.145473	6.18377	29.5435	25.5042	0.270736	12.2386	29.5978	66.8058	0.0661415	7.83183	33.2944	9.05438	0.196839	3.15897
DIff1_Matrix_St1	6	2310.37	249.6	0.0157	-0.0084	-0.0008	28.7292	23.9683	0.145441	6.17875	29.5425	25.4285	0.266052	11.9912	29.5988	66.5833	0.067212	7.93207	33.2947	9.06533	0.202665	3.25639
DIff1_Matrix_St1	7	2313.87	249.91	-0.0166	-0.0084	-0.0017	28.7285	24.2271	0.143473	6.16094	29.5415	25.7129	0.266177	12.131	29.5983	66.7836	0.0679389	8.04198	33.2945	8.72072	0.203494	3.14543
DIff1_Matrix_St1	8	2317.37	250.2	0.0154	-0.0084	-0.0015	28.7285	24.0622	0.145806	6.21851	29.5439	26.1618	0.259277	12.0228	29.5983	67.7045	0.0657723	7.89288	33.2919	8.85893	0.204623	3.213
DIff1_Matrix_St1	9	2320.88	250.12	0.0212	-0.0084	-0.0021	28.7265	24.6359	0.143588	6.26991	29.546	26.1429	0.259869	12.0416	29.5983	66.4188	0.066708	7.85315	33.2959	9.16721	0.192943	3.13503
DIff1_Matrix_St1	10	2324.38	249.67	-0.0305	-0.0083	-0.0009	28.7285	24.6243	0.142793	6.23229	29.5431	26.0703	0.25655	11.8548	29.5991	66.6139	0.0664098	7.84101	33.2943	8.79465	0.1951	3.04123
