DIff1_Matrix_St1	1	2292.88	200.23	-0.0016	0.0211	0.0104	28.794	20.6589	0.152945	5.6004	29.5613	22.7064	0.363508	14.6297	29.6401	63.3857	0.06594	7.40825	33.3578	8.13827	0.231499	3.3393
DIff1_Matrix_St1	2	2296.38	199.95	0.0023	0.0211	0.0104	28.796	20.8892	0.155259	5.74849	29.5699	23.6094	0.350346	14.6608	29.6395	62.4313	0.065374	7.23406	33.3475	8.05115	0.238589	3.40474
DIff1_Matrix_St1	3	2299.88	200.19	-0.0175	0.0211	0.0113	28.7971	20.6	0.155241	5.66823	29.5727	24.1923	0.342455	14.6844	29.6391	63.2799	0.0644204	7.22544	33.3541	7.69544	0.250624	3.41847
DIff1_Matrix_St1	4	2303.38	200.1	-0.009	0.0211	0.0118	28.7962	20.7621	0.154246	5.67622	29.5724	24.0954	0.344561	14.7155	29.6396	63.1838	0.0642271	7.19282	33.3436	8.07921	0.237853	3.40606
DIff1_Matrix_St1	5	2306.88	200.54	-0.0175	0.0211	0.0102	28.7965	21.0329	0.155787	5.8077	29.5734	24.5677	0.338692	14.7484	29.6396	62.4534	0.065731	7.27614	33.3457	7.88277	0.239376	3.34453
DIff1_Matrix_St1	6	2310.38	200.41	-0.0096	0.021	0.0115	28.795	20.806	0.153497	5.66061	29.5747	24.505	0.339407	14.7418	29.6403	63.2905	0.0656162	7.36079	33.3451	8.08884	0.235266	3.37303
DIff1_Matrix_St1	7	2313.88	199.68	0.0008	0.0206	0.0089	28.7949	20.9654	0.158625	5.89453	29.5756	24.2736	0.335976	14.455	29.6387	64.3719	0.0652222	7.4416	33.3441	8.16792	0.237405	3.43697
DIff1_Matrix_St1	8	2317.38	199.91	-0.0041	0.0211	0.0087	28.7937	20.5527	0.156996	5.71918	29.5735	25.096	0.329747	14.6677	29.6392	62.6186	0.0656734	7.289	33.3506	8.06625	0.2392	3.41986
DIff1_Matrix_St1	9	2320.88	199.74	0.0055	0.0211	0.0115	28.7948	20.7167	0.157274	5.77499	29.576	24.0229	0.335677	14.293	29.6386	64.7776	0.0657066	7.54412	33.347	8.00999	0.237752	3.37544
DIff1_Matrix_St1	10	2324.38	199.72	-0.0177	0.0207	0.0112	28.7944	20.3982	0.157509	5.69471	29.5777	24.2124	0.330664	14.1905	29.6384	62.3163	0.0672884	7.43218	33.3473	8.25589	0.228313	3.34094
