DIff1_Matrix_St1       1.00    2315.28        nan         nan        nan         nan     28.3386     0.281814     0.123513    0.0616953      29.2194     0.288927   -0.0892832   -0.0457228      29.3882      2.21824   -0.0891672    -0.350581      32.8326    0.0915607     0.185408    0.0300893 
DIff1_Matrix_St1       2.00    2318.78        nan         nan        nan         nan     28.3274     0.275752     0.121153    0.0592143      29.2229     0.285451   -0.0976042   -0.0493827      29.3877      2.25505   -0.0877806    -0.350857      32.8257    0.0961321     0.184804    0.0314887 
DIff1_Matrix_St1       3.00    2322.28        nan         nan        nan         nan     28.3251     0.259871     0.124134    0.0571774      29.2237     0.297437   -0.0815206   -0.0429771      29.3873      2.28066   -0.0879086    -0.355359      32.8217    0.0868005     0.184725    0.0284199 
DIff1_Matrix_St1       4.00    2325.78        nan         nan        nan         nan     28.3224     0.265534     0.115293    0.0542623      29.2259     0.301049     -0.08603   -0.0459052      29.3873      2.32471   -0.0868829    -0.357995      32.8194    0.0890101     0.180481    0.0284739 
DIff1_Matrix_St1       5.00    2329.28        nan         nan        nan         nan     28.3118     0.260624     0.111955     0.051717      29.2165     0.258512   -0.0819434   -0.0375465      29.3858      2.31641   -0.0892015    -0.366238       32.808    0.0924682     0.172317    0.0282421 
DIff1_Matrix_St1       6.00    2332.78        nan         nan        nan         nan     28.3118     0.256734     0.114641    0.0521672      29.2248     0.254491    -0.100253   -0.0452214      29.3873       2.3295   -0.0878928    -0.362903      32.8125    0.0900425     0.170963     0.027285 
DIff1_Matrix_St1       7.00    2336.28        nan         nan        nan         nan     28.3114     0.255385     0.113678    0.0514574      29.2157     0.263534    -0.081483   -0.0380608      29.3857      2.39762   -0.0878722    -0.373428      32.8033     0.082854     0.179059    0.0262957 
DIff1_Matrix_St1       8.00    2339.78        nan         nan        nan         nan     28.3096     0.251732     0.112197    0.0500603      29.2178     0.258131   -0.0849706   -0.0388763       29.386      2.41056   -0.0866062    -0.370035      32.8061    0.0878472     0.167556    0.0260894 
DIff1_Matrix_St1       9.00    2343.28        nan         nan        nan         nan      28.311     0.256208     0.110429    0.0501476       29.222     0.239461    -0.104192   -0.0442224      29.3862       2.3994    -0.087154     -0.37065      32.7993    0.0841037     0.165249    0.0246337 
DIff1_Matrix_St1      10.00    2346.77        nan         nan        nan         nan     28.3075     0.242922     0.110793    0.0477038      29.2368     0.268035     -0.11017   -0.0523395      29.3873      2.40101    -0.085909    -0.365602      32.8035     0.084021     0.173752    0.0258757 
DIff1_Matrix_St1      11.00    2350.27        nan         nan        nan         nan     28.3063     0.251777       0.1078    0.0481069       29.218     0.232118   -0.0881893   -0.0362828      29.3858      2.43224   -0.0881142    -0.379863      32.7988    0.0848209     0.160912    0.0241917 
DIff1_Matrix_St1      12.00    2353.77        nan         nan        nan         nan     28.3073     0.245396     0.107324    0.0466811      29.2188     0.265069   -0.0797323     -0.03746      29.3858      2.45616    -0.087121    -0.379275      32.7927    0.0812175     0.167993    0.0241834 
DIff1_Matrix_St1      13.00    2357.27        nan         nan        nan         nan     28.3022     0.252967     0.104727    0.0469566      29.2273     0.277958   -0.0774661   -0.0381651      29.3862      2.47535   -0.0860094    -0.377361      32.7941    0.0787943      0.17289    0.0241457 
DIff1_Matrix_St1      14.00    2360.77        nan         nan        nan         nan     28.3043      0.24419     0.106584    0.0461312      29.2346     0.241338    -0.101998   -0.0436309      29.3867      2.45388   -0.0864471    -0.375991      32.7907    0.0768755     0.183806     0.025045 
DIff1_Matrix_St1      15.00    2364.27        nan         nan        nan         nan     28.3045     0.229201     0.111776    0.0454089      29.2214     0.233358   -0.0967971   -0.0400368      29.3853      2.48859   -0.0864224    -0.381202        32.79    0.0803858      0.17161     0.024451 
DIff1_Matrix_St1      16.00    2367.77        nan         nan        nan         nan     28.3032     0.240651     0.106362     0.045368      29.2103     0.226648   -0.0813826   -0.0326932       29.384      2.53165   -0.0862993    -0.387245      32.7954    0.0803047     0.168748    0.0240189 
DIff1_Matrix_St1      17.00    2371.27        nan         nan        nan         nan     28.3054     0.229913     0.106467    0.0433864      29.2128     0.234973   -0.0843912   -0.0351472      29.3856      2.50908   -0.0865767    -0.385027      32.7874    0.0746308     0.162175    0.0214524 
DIff1_Matrix_St1      18.00    2374.77        nan         nan        nan         nan     28.3039      0.22915      0.10857    0.0440965      29.2368     0.256168    -0.107648   -0.0488769       29.387      2.50243   -0.0847521    -0.375912      32.7945    0.0791363      0.16588    0.0232673 
DIff1_Matrix_St1      19.00    2378.27        nan         nan        nan         nan     28.3023     0.237486      0.10433    0.0439161      29.2188     0.244122   -0.0809299   -0.0350179      29.3849       2.5349   -0.0868934    -0.390411      32.7916    0.0737803     0.178207    0.0233044 
DIff1_Matrix_St1      20.00    2381.77        nan         nan        nan         nan     28.2999     0.232246     0.102095     0.042027      29.2215     0.255406   -0.0767222   -0.0347318      29.3851      2.54684   -0.0859938     -0.38819      32.7857    0.0764979     0.160412    0.0217501 
DIff1_Matrix_St1      21.00    2385.27        nan         nan        nan         nan     28.3045     0.213737     0.106045    0.0401742      29.2207     0.234739   -0.0848376   -0.0352979      29.3851      2.55292   -0.0864939    -0.391379      32.7832    0.0759347     0.163089    0.0219503 
DIff1_Matrix_St1      22.00    2388.77        nan         nan        nan         nan     28.2958     0.232604      0.10392    0.0428441      29.2221     0.244323    -0.083191    -0.036026      29.3852      2.57382   -0.0857638    -0.391253      32.7887    0.0718301     0.165667     0.021092 
DIff1_Matrix_St1      23.00    2392.27        nan         nan        nan         nan     28.2987     0.221787     0.103287    0.0406029      29.2244     0.240162   -0.0855947   -0.0364356      29.3845      2.60002   -0.0851227    -0.392281      32.7839    0.0727615     0.163385    0.0210712 
DIff1_Matrix_St1      24.00    2395.77        nan         nan        nan         nan     28.3003     0.215229     0.106111    0.0404795      29.2219     0.243662   -0.0821317    -0.035471      29.3852      2.59026   -0.0860151    -0.394905      32.7928    0.0718584     0.166499    0.0212063 
DIff1_Matrix_St1      25.00    2399.27        nan         nan        nan         nan     28.3026     0.208585     0.109525     0.040492      29.2227     0.244262   -0.0847222   -0.0366799      29.3849      2.58958   -0.0856591    -0.393168      32.7874    0.0721806     0.161905    0.0207135 
DIff1_Matrix_St1      26.00    2402.77        nan         nan        nan         nan     28.2978     0.208309     0.106691    0.0393922      29.2237     0.242118   -0.0844753    -0.036252       29.385      2.61852   -0.0848216    -0.393674      32.7873    0.0717271     0.161958    0.0205901 
DIff1_Matrix_St1      27.00    2406.27        nan         nan        nan         nan     28.2995     0.214868     0.102115    0.0388898      29.2242     0.243909   -0.0842961   -0.0364427      29.3855      2.60616   -0.0852852    -0.393958      32.7861    0.0728953     0.156812    0.0202607 
DIff1_Matrix_St1      28.00    2409.76        nan         nan        nan         nan     28.2975     0.196184     0.108952    0.0378854      29.2249     0.230491   -0.0856759   -0.0350015      29.3848      2.60864   -0.0853048    -0.394424        32.79    0.0678983     0.166388    0.0200243 
